,description,review.point,sentiment
2110,"One of a trio from Chivas Bros.; who every year release limited editions of 500 ml cask strength bottlings from a selection of its estates. These are predominantly only for sale on site or by mail order through www.maltwhiskydistilleries.com.

This distillery is located amongst the fertile barley-growing fields of the Laich O’Moray. Though modern in look; it actually dates back to 1810. This is a classic introduction to its fresh; zesty style; which plays an important role in the Ballantine’s blends. Think cut grass; green apple; pine; pear drops; and a whiff of freshly-starched linen. This energy carries on to the mouth where apple is the dominant flavor; along with green walnut and a zippy acidity. £34 ",80,1
2106,Quite hot on the nose; with a little oak on show here alongside garam masala. The effect is of dried fish and seaweed; Brazil nut and bread basket. It needs water. In the mouth it’s tense when neat; giving you the sense of it straining to express itself fully but being constricted by alcohol. Firm and bold; but even with water it’s a little too dry.,80,1
2111,Fresh citrus notes and pear drops on the nose; plus a newly-opened packet of printer paper. The palate is quite full-bodied and fruity; with some white pepper. More citrus on the palate; with spicy; freshly-sawn wood. The finish is relatively long and fruity. Uncomplicated; but a good introduction to the brand. £30,80,1
2112,This isn’t the easiest to fall for. It’s stewed; swampy; a big; feisty; take-no-prisoners whisky with oxtail soup; spicy tomato and meat broth on the nose; then black treacle; praline; cayenne; and paprika. A rootsy prune juice is part of the finish. Challenging and tough. £67 [Dominic Roskrow],80,1
2114,Think of sponge fingers soaked in cream and you’re not far off the initial aroma. Add in light macadamia-like nuttiness; a drift of mint; and Glenlivet’s signature apple — core; not green. As it opens; it becomes woodier; like a brush pile. The palate has sweet; pure; pear-like fruit that initially keeps the oak in balance. It seems to need water; but when it’s added the oak takes over. Good; but a little tired. £102,80,1
2121,Surprisingly the most reticent nose of the three Inchmurrins. Mild orchard fruit; apple blossom; cocoa powder; and a hint of nutmeg. Initially; red grapes and almonds on the palate; with the fruit then darkening to raisins and developing oak. The finish is long; spicy; dry; and oaky; with persistent background fruitiness trying to break through.,80,1
2116,"Sweet; ripe barley; balanced by damp peat; tar; and burning embers. Some spice notes (pepper; anise) linger on the finish. While enjoyable now; some of the flavors seem to behave more like individual solos; rather than harmony. I think they will begin to integrate nicely by the time this generation of Ledaig reaches its teens. 
",80,1
2117,"Caramelized; fruity notes of mandarin; pineapple; golden raisin; and plum. Heathery honey notes add an additional sweet dimension; as do some light toffee and nougat. A dusting of cocoa powder emerges occasionally. Like the other 15 year olds; this one is quite sherried; thick; and heavy on the palate. (Bottled for Hi-Time Wine Cellars) 
",80,1
2118,A whisky very typical of this distillery; which has been silent since 1998. Rich and thick on the nose and palate; oozing vanilla; ripe malt; cotton candy; powdered sugar; new-mown hay; and lemon tart. Cinnamon; evergreen; and a wisp of smoke round out the palate. An evolving whisky -- starts out heavy and sweet; then turns clingingly dry. A fun; rare whisky for a reasonable price.,80,1
2119,"Thick and syrupy on the palate. Notes of marshmallow; creamy vanilla; caramel; honey drenched fruit; almond liqueur; and coconut macaroon. Liquid dessert. 
",80,1
2120,Rich on the nose; with damp tweed; malt; and a suggestion of earthiness. Finally; salted butter. The palate offers muted tropical fruits; soft gingery oak; and more earthiness. In the finish; the oak becomes more overt without dominating.,80,1
2105,The finish in question here is Muscatel casks and you can tell that from the start; as the nose is filled with a rich; sweet; and very pronounced dusky fruitiness — sloes and plums. The smoke as a result is diminished as are the grassy/bacony notes. While the smoke does emerge from its fruity bubble on the tongue; the effect is almost liqueur-like. It’s a very pleasing dram; but the question is; is it Caol Ila?,80,1
2122,Despite close proximity to Islay; stylistically Jura make has far more in common with its Highland cousins. The entry level 10 year old variant offers resin; oil; cereal; and pine notes on the delicate nose. Comparatively light bodied; with malt and drying saltiness in the mouth; along with a hint of aniseed. The finish is malty and nutty; with more salt; plus just a wisp of smoke.,80,1
2123,A mix of bourbon and quarter casks finished in Pedro Ximenez; this new release is; initially; only for Travel Retail. The problem with finishing peaty whiskies is that all you can do is reduce the smoke; but here it’s done with as much subtlety as you can when dealing with PX. Think treacle scones; raisins; and tarry tobacco. A thick mid-palate gives an effect like an old-fashioned medicine. A sweet-hearted dragon smoldering in its seashore cave. (Travel Retail exclusive) £60 ,80,1
2115,"A single cask bottling of The Glenrothes aged in a first-fill sherry cask. Only 519 bottles; all destined for the U.S. It is the richest; chewiest; sweetest; and fruitiest of all the Glenrothes whiskies reviewed here. Deep mahogany color; with notes of toffee apples; waxed fruit; burnt orange; prunes in syrup; and dark chocolate. The intensity of the sherry and length of oak-aging gives the whisky a flavor profile that begins to transcend traditional whisky flavors; expressing notes of port wine; pot-still rum; and rancio. 
",80,1
2104,Originally a one-off bottling for Friends of the Classic Malts; ‘Moch’ (Gaelic for dawn; though the association between daybreak and the dram is beyond me — one for the morning ‘skailk’ maybe?) appears to have taken the place of the Cask Strength expression. It shows a saline; seashell-like freshness; light smoke. and a pleasant mix of salami and grassiness. The palate is clean and intense with a continuation of that oyster liquor character. Great in a smoky Highball. £36,80,1
2097,Or ‘Fumabat Porticus’ as it should be called—smoky whisky in a port cask—not that you need to be told that when you see the color. The port takes the upper hand on the nose; giving a layer of black raspberry; sloe; and cranberry sauce. The smoke hangs in the background. This juicy fruitiness carries through to the tongue where the smoke now adds much-required dry balance. The higher alcohol also stops it becoming too jammy. £59,80,1
2102,Stiùireadair means “helmsman” in Gaelic. This has been finished for a year in Marsala casks. The nose is all garden compost; moist vegetation; light smoke; and highly oxidized: like a young vin santo (or indeed Marsala). Very nutty; with an almost vermouth-like quality. The palate is all clove; anise; cherry stone. Those oxidized wine notes are so dominant it’s shifted the balance toward the finish. This particular helmsman’s somewhat off course. £95,80,1
2124,The annual Cairdeas release aims to show Laphroaig in a new light. Initially I thought this too sweet and cask dominated; with the distillery battling against the wine—fresh red fruit and seaweed is a test; even for the best chef. Add water and give it time though; and there is this lightly exotic; herbal; hazelnut-like element. It lacks depth and the tarry thump beloved by many Laphroaig lovers; but is an interesting departure.,80,1
